정류소명,정류소ID,승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
영종KCC스위첸옆문,35756,7913,484,7801,484,112,279
영종LH2단지,35483,912,782,902,782,10,56
영종LH67단지,35872,648,681,630,681,18,44
영종LH67단지,35873,1217,639,1195,639,22,61
영종LH아파트입구,35390,77,62,72,62,5,4
영종e편한세상센텀베뉴·센트럴푸르지오자이,35660,4269,4084,4171,4084,98,278
영종고등학교,35493,2436,2353,2312,2353,124,159
영종고등학교,35496,2140,2248,2003,2248,137,146
영종공원묘지입구,35626,6,31,6,31,0,1
영종공원묘지입구,35627,4,4,4,4,0,0
영종교회,35306,221,282,201,282,20,16
영종교회,35545,932,730,903,730,29,55
영종대교휴게소,42942,3,120,3,120,0,4
영종대교휴게소,42943,92,8,91,8,1,3
영종동행정복지센터,35672,122,191,116,191,6,10
영종동행정복지센터,35673,40,43,40,43,0,2
영종물류고등학교·영종자이아파트,35314,4536,4528,4342,4528,194,302
영종물류고등학교앞·영종자이아파트,35307,6571,3766,6232,3766,339,344
영종버스공영차고지,35837,152,26,63,26,89,5
영종버스공영차고지,35838,119,38,9,38,110,5
영종블루오션,35819,203,134,195,134,8,11
영종블루오션,35820,45,393,45,393,0,14
영종블루오션2차,35876,56,174,52,174,4,7
영종블루오션2차,35877,44,265,42,265,2,10
영종선착장입구,35833,1823,1704,1777,1704,46,117
영종선착장입구,35834,22,231,21,231,1,8
영종성당.정도사,35850,2,38,2,38,0,1
영종성당.정도사,35851,7,9,7,9,0,0
영종센트럴푸르지오자이·e편한세상센텀베뉴,35661,4678,2799,4637,2799,41,249
영종소방서,35765,2,11,2,11,0,0
영종아레나,35830,165,14,139,14,26,5
영종아레나,35831,26,113,2,113,24,4
영종역,35566,34927,697,34503,697,424,1187
영종역,35567,14873,11293,14720,11293,153,872
영종역(2번출구),35870,26,1814,26,1814,0,61
영종역(청라행),35620,83,11170,83,11170,0,375
영종역사관,35624,192,103,176,103,16,9
영종역사관,35625,93,281,93,281,0,12
영종유승한내들스카이스테이,35759,3265,1921,3188,1921,77,172
영종유승한내들스카이스테이,35760,1368,1867,1351,1867,17,107
영종자이아파트,35835,47,136,47,136,0,6
영종자이아파트,35836,416,98,415,98,1,17
영종장로교회,35580,46,62,45,62,1,3
영종장로교회,35581,38,26,34,26,4,2
영종주공7단지,35111,1666,1077,1543,1077,123,91
영종주야간보호센터,35854,1,3,1,3,0,0
영종주야간보호센터,35855,5,2,5,2,0,0
영종중학교,35463,2369,2868,2126,2868,243,174
영종중학교,35464,5481,1628,5157,1628,324,236
영종진공원,35276,880,271,853,271,27,38
영종진공원,35279,96,1478,89,1478,7,52
영종풍림아이원1차,35110,8,213,4,213,4,7
영종하늘도서관,35585,1022,992,985,992,37,67
영종하늘도서관,35586,920,1302,889,1302,31,74
영진아파트,40551,194,536,188,536,6,24
영창한의원,40452,7053,5150,6916,5150,137,406
영풍아파트,36040,9843,3161,9618,3161,225,433
영풍아파트,39546,40,373,40,373,0,13
영흥대교입구,44100,0,4,0,4,0,0
영흥대교입구,44180,3,2,3,2,0,0
영흥면사무소,44131,3,4,0,4,3,0
영흥면사무소,44181,27,7,27,7,0,1
영흥버스터미널,44004,5240,4369,4971,4369,269,320
영흥버스터미널,44116,177,22,162,22,15,6
영흥빌라,44182,2,0,2,0,0,0
영흥수협공판장입구,44009,455,14,448,14,7,15
영흥수협공판장입구,44010,3,672,3,672,0,22
영흥어린이집,44137,10,40,6,40,4,1
영흥우체국,44107,9,33,8,33,1,1
영흥우체국,44183,34,13,33,13,1,1
영흥종합운동장앞,44120,0,34,0,34,0,1
영흥종합운동장앞,44192,20,1,19,1,1,0
영흥초교입구,44101,26,9,24,9,2,1
영흥초교입구,44184,3,9,2,9,1,0
영흥칼국수,44136,2,7,2,7,0,0
영흥플로레도커피,44144,11,14,11,14,0,0
영흥플로레도커피,44185,5,14,5,14,0,0
예단포,35319,117,341,112,341,5,15
예단포,35395,363,86,351,86,12,14
예단포물양장,35622,453,202,451,202,2,21
예단포물양장,35623,41,183,38,183,3,7
예드림빌라입구,35546,52,22,52,22,0,2
예드림빌라입구,35547,29,83,27,83,2,3
예림임업,39053,43,268,43,268,0,10
예림임업,39054,189,148,187,148,2,11
예비군교육장,41272,964,1398,953,1398,11,78
예비군교육장,41273,1642,2587,1629,2587,13,140
예비군교육장입구,90010,38,3,38,3,0,1
예비군교육장입구,90011,2,38,2,38,0,1
예비군훈련장,43201,223,12,222,12,1,7
예비군훈련장,43315,15,181,15,181,0,6
예송중학교,38592,1520,1423,1492,1423,28,98
예송중학교,38593,2351,1407,2156,1407,195,125
예술회관사거리,37254,4160,7934,4093,7934,67,403
예술회관역,39206,4169,10560,4131,10560,38,490
예술회관역(4번출구),39207,5391,5863,5313,5863,78,375
예원앞,41499,50,116,49,116,1,5
예원앞,41515,60,1,60,1,0,2
옐림교회,40854,5375,5133,5346,5133,29,350
옐림교회앞,35684,65,11,65,11,0,2
옐림교회앞,35694,13,53,12,53,1,2
오공본드,39108,4000,3386,3941,3386,59,246
오관물입구,35859,1,0,1,0,0,0
오관물입구,35860,15,1,15,1,0,0
오두돈대,43361,64,12,63,12,1,2
오두돈대,43536,10,41,10,41,0,1
오두리(넙성입구),43638,17,9,16,9,1,0
오두리(넙성입구),43675,6,83,6,83,0,2
오두리종점,43137,81,5,75,5,6,2
오두리종점,43529,0,76,0,76,0,2
오두마을입구,43557,39,0,38,0,1,1
오두마을입구,43647,0,28,0,28,0,0
오라니마을,80360,79,87,79,87,0,5
오류골,43013,261,136,259,136,2,13
오류골,43014,132,267,129,267,3,13
오류내,43389,25,371,25,371,0,13
오류내,43757,497,41,467,41,30,17
오류동마을,41353,1599,671,1566,671,33,75
오류동마을,41354,996,3661,969,3661,27,155
오류동역입구,89058,0,15,0,15,0,0
오류동역입구,89066,30,176,25,176,5,6
오리정,80125,782,156,766,156,16,31
오리정,80126,125,688,118,688,7,27
오상리고인들,43265,20,5,20,5,0,0
오상리고인들,43379,0,23,0,23,0,0
오상입구,43119,19,15,19,15,0,1
오상입구,43120,1,47,1,47,0,1
오상입구,43390,1,83,1,83,0,2
오상입구,43565,101,4,87,4,14,3
오성교회,43555,27,2,26,2,1,0
오성교회,43853,2,34,2,34,0,1
오성아파트,40480,5697,2085,5502,2085,195,259
오성아파트,40487,1689,4563,1630,4563,59,208
오성아파트,40493,401,2016,388,2016,13,80
오성아파트,40721,195,347,188,347,7,18
오성정밀,39490,615,993,608,993,7,53
오이도역,70031,798,6618,786,6618,12,247
오이도역,70032,5975,817,5889,817,86,226
오정휴먼시아(중),57044,258,2050,254,2050,4,76
오정휴먼시아(중),57045,2044,326,2030,326,14,79
오조산공원,41246,1972,1230,1933,1230,39,106
오조산공원,41249,3032,3236,2832,3236,200,208
오조산공원,41621,49,411,17,411,32,15
옥골.옥토끼우주센터,43033,171,182,169,182,2,11
옥골.옥토끼우주센터,43561,108,68,105,68,3,5
옥골사거리,38731,472,3452,432,3452,40,130
옥골사거리,38732,469,193,430,193,39,22
옥금말,43952,110,24,67,24,43,4
옥금말,43953,23,53,22,53,1,2
옥련1동행정복지센터,38217,8847,5821,8754,5821,93,488
옥련2동행정복지센터(옥련우체국),38450,2769,53,2707,53,62,94
옥련2동행정복지센터(옥련우체국),38451,1135,2520,1118,2520,17,121
옥련고개,38212,1686,3423,1644,3423,42,170
옥련고개,38219,1570,1154,1505,1154,65,90
옥련동성당,38330,861,2019,846,2019,15,96
옥련사거리,38170,862,1159,838,1159,24,67
옥련사거리,38171,1667,823,1588,823,79,83
옥련여고입구,38271,799,746,758,746,41,51
옥련여고입구,38273,886,2352,850,2352,36,107
옥련중학교,38470,7265,4503,6954,4503,311,392
옥련지구대,38223,1242,4002,1151,4002,91,174
옥련초등학교,38146,4026,4189,3905,4189,121,273
옥림교회,43202,39,2,32,2,7,1
옥림교회,43716,0,65,0,65,0,2
옥림슈퍼,43205,209,4,197,4,12,7
옥림슈퍼,43720,37,123,37,123,0,5
온누리병원,42425,263,908,243,908,20,39
온수교차로,90231,6,120,6,120,0,4
온수리,43018,6046,1987,5792,1987,254,267
온수리,43020,3395,5156,3162,5156,233,285
온수시장,43019,60,23,56,23,4,2
온수시장,43095,30,391,28,391,2,14
올리브백화점,39359,4120,1635,4070,1635,50,191
올리브백화점,39363,1931,2565,1900,2565,31,149
올리브백화점,39364,14672,14036,14384,14036,288,956
올리브백화점,39589,16809,17985,16547,17985,262,1159
올리브백화점,39746,16361,18541,16183,18541,178,1163
올리브백화점,39747,23293,26854,23086,26854,207,1671
올림픽공원,39209,2987,4566,2965,4566,22,251
올림픽공원,39210,399,764,391,764,8,38
올림픽생활기념관,39349,4670,5842,4634,5842,36,350
옹장골,43171,5,53,5,53,0,1
옹장골,43230,126,5,118,5,8,4
옹진군청,37019,1226,2279,1217,2279,9,116
옹진군청,37020,8289,1309,8114,1309,175,319
완정공단입구,42409,6206,3940,5993,3940,213,338
완정사거리,42561,21976,8111,21815,8111,161,1002
완정사거리,42562,242,1516,208,1516,34,58
완정역,42673,12940,28775,12750,28775,190,1390
완정역,42674,6864,16272,6745,16272,119,771
완정초등학교.검단도서관,42414,3669,6264,3567,6264,102,331
완정초등학교.검단도서관,42415,4963,5754,4637,5754,326,357
왕궁가든,41289,1870,2326,1835,2326,35,139
왕궁가든,41291,2140,2963,2069,2963,71,170
왕길고가,42551,1052,30,1032,30,20,36
왕길고가,42552,10,1156,9,1156,1,38
왕길동,42386,15,270,15,270,0,9
왕길동,42387,95,121,83,121,12,7
왕길동(기점),42699,998,18,908,18,90,33
왕길동종점,42594,317,404,13,404,304,24
왕길역,89199,354,128,344,128,10,16
왕길역,89200,154,568,137,568,17,24
왕리물,90098,1,6,1,6,0,0
왕산골,35490,80,23,77,23,3,3
왕산골,35491,35,73,35,73,0,3
왕산교,35632,29,56,29,56,0,2
왕산교,35633,0,29,0,29,0,0
왕산차고지,35403,662,147,641,147,21,26
왕산차고지,35720,129,7,127,7,2,4
왕산해수욕장(왕산요트경기장),35020,1383,203,1370,203,13,52
왕산해수욕장(왕산요트경기장),35021,225,1300,207,1300,18,50
외1리마을회관앞,44096,31,31,22,31,9,2
외1리마을회관앞,44186,35,1,35,1,0,1
외1리소장골,44133,54,58,54,58,0,3
외뜰,43687,10,16,9,16,1,0
외뜰,43745,11,20,11,20,0,1
외리보건지소앞,44095,16,21,13,21,3,1
외리보건지소앞,44187,2,0,2,0,0,0
외주,43181,81,20,74,20,7,3
외주,43241,5,100,5,100,0,3
외포1리,43283,7,101,6,101,1,3
외포고개,43244,91,135,85,135,6,7
외포고개,43366,2,108,2,108,0,3
외포리,43556,1459,1523,1389,1523,70,99
외포리(싱싱마트),90376,45,15,38,15,7,2
외포리(하나로마트),90387,1,82,1,82,0,2
외포리(하나로마트),90388,118,29,110,29,8,4
외포리소공원,90127,34,14,31,14,3,1
외포리소공원,90128,1,46,1,46,0,1
외포리정미소,43240,109,8,103,8,6,3
외포삼거리,43110,388,111,366,111,22,16
외포삼거리,43285,0,66,0,66,0,2
요곡,43655,150,141,142,141,8,9
요곡,43762,64,29,57,29,7,3
요골,43590,69,0,69,0,0,2
요골,43780,0,7,0,7,0,0
용갈비,40338,72,2421,64,2421,8,83
용구물길,90385,1,29,1,29,0,1
용구물길,90386,18,0,13,0,5,0
용궁사입구,35578,85,620,84,620,1,23
용궁사입구,35579,591,50,571,50,20,21
용남시장,37232,17541,14775,17118,14775,423,1077
용남시장,37236,17810,18439,17316,18439,494,1208
용남파출소,37177,7135,2153,7060,2153,75,309
용남파출소,37184,3471,9753,3433,9753,38,440
용담공원,38172,1261,1972,1254,1972,7,107
용담공원,38177,1925,1368,1864,1368,61,109
용담마을,38191,5168,5398,5029,5398,139,352
용담마을,38192,4672,3186,4579,3186,93,261
용담바다낚시터,44132,0,1,0,1,0,0
용담바다낚시터,44188,2,0,2,0,0,0
용담어촌계앞,44097,18,14,17,14,1,1
용담어촌계앞,44189,3,0,3,0,0,0
용당사터,43537,22,0,21,0,1,0
용당사터,43677,0,27,0,27,0,0
용유동행정복지센터,35017,108,55,103,55,5,5
용유동행정복지센터,35211,67,169,65,169,2,7
용유동행정복지센터,35411,174,223,166,223,8,13
용유동행정복지센터,35412,153,95,146,95,7,8
용유역,35433,67,200,67,200,0,8
용유초등학교,35022,263,38,255,38,8,10
용유초등학교,35023,45,293,42,293,3,11
용유초등학교,35409,45,402,38,402,7,14
용유초등학교삼거리,35410,361,53,361,53,0,13
용일사거리,37208,28799,21418,28546,21418,253,1673
용일사거리,37218,26577,27366,26188,27366,389,1798
용일사거리,37251,1250,1504,1213,1504,37,91
용일초등학교,37233,11858,8199,11705,8199,153,668
용일초등학교,37237,8048,15585,7792,15585,256,787
용정리 사거리,43721,1,182,1,182,0,6
용정마을회관,43370,0,50,0,50,0,1
용정마을회관,43615,309,0,276,0,33,10
용정초등학교,37297,1270,668,1255,668,15,64
용정초등학교,37299,618,2319,603,2319,15,97
용진주택,43084,226,47,211,47,15,9
용진주택,43085,8,10,8,10,0,0
용진진,43639,1,22,1,22,0,0
용진진,43678,5,1,5,1,0,0
용현2동행정복지센터,37653,1280,162,1272,162,8,48
용현2동행정복지센터,37654,307,1519,217,1519,90,60
용현3동행정복지센터.보훈병원,37221,22032,16609,21578,16609,454,1288
용현3동행정복지센터.보훈병원,37224,12262,12623,11996,12623,266,829
용현5동행정복지센터,37129,247,808,246,808,1,35
용현고가교,37550,101,1926,96,1926,5,67
용현고가교,37611,6383,1617,6360,1617,23,266
용현고개,37178,3718,3585,3594,3585,124,243
용현고개,37497,4028,5157,3982,5157,46,306
용현동농협,37117,491,3281,490,3281,1,125
용현동상우빌라,37564,5,760,4,760,1,25
용현동상우빌라,37565,1548,57,1475,57,73,53
용현동성원상떼빌아파트,37546,489,477,438,477,51,32
용현사거리,37212,1401,1317,1359,1317,42,90
용현사거리,37213,1322,4019,1220,4019,102,178
용현시장,37227,23477,27355,22753,27355,724,1694
용현시장,37230,24931,14516,24387,14516,544,1314
용현시장,37268,5444,3337,5256,3337,188,292
용현시장,37270,4426,5439,4263,5439,163,328
용현아파트,37153,22,370,22,370,0,13
용현중학교,37021,3127,568,3074,568,53,123
용현중학교,37028,1072,2646,1028,2646,44,123
용현초등학교,37508,1,780,1,780,0,26
용현초등학교입구,37128,11465,3562,11238,3562,227,500
용현초등학교입구,37134,6690,12759,6518,12759,172,648
용화사(길상낚시터),90077,16,32,16,32,0,1
용화사(길상낚시터),90080,64,29,64,29,0,3
우뢰촌,43425,199,70,198,70,1,8
우뢰촌,43792,104,66,100,66,4,5
우리자동차,35223,935,219,680,219,255,38
우림라이온스밸리,40592,357,4838,353,4838,4,173
우림라이온스밸리,40594,9210,1342,9146,1342,64,351
우림필유아파트,42924,3052,1642,2994,1642,58,156
우림필유아파트,42925,1413,2623,1365,2623,48,134
우물골,43929,25,10,23,10,2,1
우물골,43930,3,16,3,16,0,0
우미린1단지정문,35583,2935,875,2898,875,37,127
우미린1단지정문,35584,1124,2863,1102,2863,22,132
우미린1단지후문,35461,1261,4431,1221,4431,40,189
우미린1단지후문,35462,4639,824,4598,824,41,182
우미린2단지정문,35512,4075,1499,3996,1499,79,185
우미린2단지정문,35513,2682,4647,2608,4647,74,244
우미린2단지후문,35454,2950,1634,2824,1634,126,152
우미린더시그니처(후문),89443,3482,299,3474,299,8,126
우성1차아파트,38094,4403,4541,4244,4541,159,298
우성1차아파트,39834,266,34,256,34,10,10
우성2차아파트(옥련동),38356,2478,880,2436,880,42,111
우성2차아파트·원인재역(4번출구),38150,2791,6262,2762,6262,29,301
우성4차,40185,7915,236,7797,236,118,271
우성4차,40187,172,6870,169,6870,3,234
우성4차후문,40730,186,2836,184,2836,2,100
우성4차후문,40731,3601,241,3537,241,64,128
우성아파트,38143,4334,2228,4252,2228,82,218
우성아파트,38357,1389,2293,1342,2293,47,122
우성아파트,40341,720,1257,713,1257,7,65
우성아파트,42717,2623,4617,2608,4617,15,241
우성아파트,42718,1653,2184,1622,2184,31,127
우성아파트.은행교회,70026,652,33,618,33,34,22
우저서원(대성주유소),35214,175,88,169,88,6,8
우저서원(대성주유소),35215,60,755,60,755,0,27
우주골드타운빌라,40863,702,1174,692,1174,10,62
우주골드타운빌라,40864,420,1265,420,1265,0,56
우주아파트,38252,8047,9435,7871,9435,176,582
우진기계,89106,47,289,47,289,0,11
우진아파트,37158,1870,2080,1815,2080,55,131
우진아파트,37159,535,2672,509,2672,26,106
우체국사거리,39694,823,1387,799,1387,24,73
우체국사거리,39695,1744,766,1620,766,124,83
우체국사거리,39704,2450,3732,2373,3732,77,206
욱일아파트후문,40877,1444,1947,1434,1947,10,113
운남교차로,35435,39,157,39,157,0,6
운남교차로,35444,117,103,116,103,1,7
운남교차로,35524,48,34,48,34,0,2
운남교차로,35582,10,51,10,51,0,2
운남교차로 입구,35839,10,12,9,12,1,0
운남교차로 입구,35840,34,12,32,12,2,1
운남교차로.잔다리,35595,548,250,533,250,15,26
운남교차로.잔다리,35596,202,569,198,569,4,25
운남동,35268,101,243,96,243,5,11
운남동,35281,227,322,225,322,2,18
운남동우체국,35848,241,139,240,139,1,12
운남동우체국,35849,159,337,146,337,13,16
운남초교사거리,35706,26,153,25,153,1,5
운남초교사거리,35707,445,210,444,210,1,21
운북공영차고지,35779,362,3,352,3,10,12
운북공영차고지,35783,1,311,1,311,0,10
운서SKVIEW 스카이시티,35780,12,1,12,1,0,0
운서SKVIEW·세계로향하는교회,35781,0,6,0,6,0,0
운서역,35242,22068,13746,21755,13746,313,1193
운서역,35257,7774,14820,7607,14820,167,753
운서역(남동측),35775,3,23,2,23,1,0
운서역(남동측),35776,37,26,37,26,0,2
운서역(하워드존슨호텔),35747,2885,4258,2868,4258,17,238
운서역금강펜테리움아파트,35482,587,651,581,651,6,41
운서초등학교,35270,5785,2360,5663,2360,122,271
운서초등학교,35282,2688,3394,2590,3394,98,202
운양역,80348,254,307,253,307,1,18
운양역,80351,260,115,260,115,0,12
운연동,39374,616,647,584,647,32,42
운연동,39379,599,722,587,722,12,44
운연동,39673,55,0,53,0,2,1
운연삼거리,39987,542,1590,519,1590,23,71
운연삼거리,39988,104,595,96,595,8,23
운연역,39954,11009,10919,10945,10919,64,730
운연역,92026,6640,7446,6610,7446,30,469
운연천,92027,274,883,266,883,8,38
운연천,92028,473,177,471,177,2,21
운전면허시험장,39005,2222,628,2202,628,20,95
울레기,43179,12,178,11,178,1,6
울레기,43548,192,17,172,17,20,6
웃말,90169,4,12,4,12,0,0
웃말,90170,33,19,33,19,0,1
원당고등학교,42459,2885,3438,2841,3438,44,210
원당사거리.검단선사박물관,42446,19179,7549,18959,7549,220,890
원당사거리.검단선사박물관,42447,11215,18650,11058,18650,157,995
