정류소명,정류소ID,승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
시립가좌테니스장,37582,129,2535,124,2535,5,88
시민공원,37359,13806,4909,13422,4909,384,623
시민공원(문화창작지대)역,37344,20345,18520,20087,18520,258,1295
시민공원(문화창작지대)역,37346,30991,29184,30449,29184,542,2005
시민공원.문화창작지대,37334,17634,30504,17267,30504,367,1604
시민공원.문화창작지대,37468,1623,1670,1576,1670,47,109
시민공원역.포레나미추홀,37319,8424,57358,8268,57358,156,2192
시민공원역.포레나미추홀,37326,79219,17523,78293,17523,926,3224
시민의숲.양재꽃시장,31002,14237,4178,14219,4178,18,613
시민의숲.양재꽃시장,31003,1576,3509,1572,3509,4,169
시장로터리(중앙철재),40261,2487,1891,2458,1891,29,145
시청광장입구,39217,17545,20541,17228,20541,317,1269
시청광장입구,39218,21397,17959,21229,17959,168,1311
시흥대야역.영남아파트,70027,323,1396,319,1396,4,57
시흥대야역.영남아파트,70028,1411,417,1382,417,29,60
시흥보건소,70015,1911,476,1875,476,36,79
시흥보건소,70016,523,1713,515,1713,8,74
시흥영업소,25846,141,63,141,63,0,6
시흥영업소,25847,73,133,73,133,0,6
신골입구,43998,10,53,9,53,1,2
신골입구,43999,56,6,56,6,0,2
신광주유소,43470,6,2,6,2,0,0
신광주유소,43524,4,11,4,11,0,0
신광초등학교,35142,499,391,475,391,24,29
신기.남부종합시장(진흥사거리),37217,49843,28574,48734,28574,1109,2613
신기.남부종합시장(진흥사거리),37219,16243,28417,15817,28417,426,1488
신김포농협대곶지점,80147,52,28,52,28,0,2
신김포농협대곶지점,80148,171,196,162,196,9,12
신논현역,32055,11914,85,11903,85,11,399
신논현역.우신빌딩,31057,49,6860,49,6860,0,230
신당리동촌부락,90090,24,0,24,0,0,0
신당리동촌부락,90091,0,3,0,3,0,0
신당리마을회관,90087,0,3,0,3,0,0
신당리마을회관,90088,1,0,1,0,0,0
신당촌,90114,21,5,21,5,0,0
신대진중앙아파트,41271,3832,3029,3784,3029,48,228
신대진중앙아파트,41274,2199,3585,2180,3585,19,192
신도실업(주),40625,604,1630,599,1630,5,74
신동마을,90253,1,7,1,7,0,0
신동마을,90254,12,15,11,15,1,0
신동아1.2차아파트,37507,10068,6033,9950,6033,118,536
신동아1단지,70038,153,146,139,146,14,9
신동아1단지.한일아파트,70037,165,137,162,137,3,10
신동아3차아파트,37119,12378,16080,12140,16080,238,948
신동아3차아파트,37120,11289,19923,11176,19923,113,1040
신동아3차아파트,37494,11730,5563,11546,5563,184,576
신동아상가,40860,5508,4307,5486,4307,22,327
신동아상가(백운역방면),40068,5594,7524,5464,7524,130,437
신동아아파트,37072,8,1020,7,1020,1,34
신동아아파트,37143,9371,14137,9146,14137,225,783
신동아아파트,37160,6022,7964,5920,7964,102,466
신동아아파트,37525,2445,7934,2363,7934,82,345
신동아아파트,39381,3400,7189,3371,7189,29,352
신동아아파트,39382,17021,6713,16835,6713,186,791
신동아아파트,41349,7213,979,7186,979,27,273
신동아아파트,41350,1582,6660,1567,6660,15,274
신동아아파트(B),37162,11719,10860,11517,10860,202,752
신동아아파트116동,40060,3377,11133,3297,11133,80,483
신동아아파트116동,40859,7990,3010,7949,3010,41,366
신동아아파트3차,37090,10517,1169,10326,1169,191,389
신동아아파트3차,37097,3703,9474,3594,9474,109,439
신동아아파트4차,37121,4859,1664,4787,1664,72,217
신동아아파트4차,37123,2671,3711,2622,3711,49,212
신동아아파트5차,37141,13035,4098,12830,4098,205,571
신동아아파트8차,37135,1440,3326,1415,3326,25,158
신동아아파트8차,37136,5126,1099,5077,1099,49,207
신동양아파트,41202,3307,8161,3292,8161,15,382
신동양아파트,41203,7722,3848,7606,3848,116,385
신라아파트,37277,7226,6819,7062,6819,164,468
신라아파트,37543,1647,4086,1579,4086,68,191
신명보람마을.삼부한신아파트,40511,2314,2761,2273,2761,41,169
신명보람마을.삼부한신아파트,40512,619,911,608,911,11,51
신명스카이뷰,35453,1236,2380,1192,2380,44,120
신명스카이뷰,35456,5930,4853,5781,4853,149,359
신명스카이뷰,42737,181,267,176,267,5,14
신명스카이뷰정문,35455,6011,5907,5873,5907,138,397
신명아파트,42081,8954,12029,8725,12029,229,699
신명아파트.대우3차아파트,70018,379,3112,350,3112,29,116
신명아파트앞,42799,20,1279,19,1279,1,43
신반포역.세화여중고,31033,782,52,781,52,1,27
신봉삼거리,43126,93,11,91,11,2,3
신봉삼거리,43127,67,43,60,43,7,3
신봉삼거리,43463,40,32,31,32,9,2
신봉삼거리,43814,4,23,4,23,0,0
신봉이발관,43458,56,3,54,3,2,1
신봉이발관,43786,1,66,1,66,0,2
신북항고가교,42104,3123,2345,3097,2345,26,182
신북항고가교,42109,2136,2648,2107,2648,29,159
신분당선.강남역4번출구,23572,11175,2590,11168,2590,7,458
신비마을아파트,37164,285,1769,279,1769,6,68
신비마을아파트,37223,5124,7667,5054,7667,70,426
신비마을아파트,37225,6689,4436,6558,4436,131,370
신비마을아파트,37555,322,1273,318,1273,4,53
신비마을아파트(112동),37171,4969,3628,4831,3628,138,286
신삼1리마을회관,43405,128,1,122,1,6,4
신삼1리마을회관,43791,2,110,2,110,0,3
신삼2리마을회관,43400,91,1,85,1,6,3
신삼2리마을회관,43825,14,99,14,99,0,3
신삼리입구,43606,10,13,9,13,1,0
신삼리입구,43801,14,61,14,61,0,2
신선지입구,90346,13,1,5,1,8,0
신선지입구,90347,2,15,2,15,0,0
신선초등학교,35086,6230,11153,6144,11153,86,579
신선초등학교(유림노르웨이숲),35089,6962,3321,6877,3321,85,342
신선초등학교앞,37055,2814,999,2675,999,139,127
신설동,35413,23,52,19,52,4,2
신설동,35416,39,18,39,18,0,1
신설동(3거리),35018,153,14,142,14,11,5
신설동(3거리),35019,20,194,17,194,3,7
신성미소지움,40099,2788,29,2572,29,216,93
신성미소지움,40102,117,2054,24,2054,93,72
신성미소지움,40643,1669,12282,1654,12282,15,465
신성미소지움,40649,6712,2073,6577,2073,135,292
신성미소지움후문,40660,0,403,0,403,0,13
신성성결교회(올림피아병원),39355,12528,8067,12403,8067,125,686
신세계아파트,39383,3132,4813,3058,4813,74,264
신송고등학교,38023,1827,3149,1759,3149,68,165
신송고등학교,38024,3552,2528,3295,2528,257,202
신안실크밸리,35220,801,344,782,344,19,38
신연수역(1번출구),38263,4071,4738,4006,4738,65,293
신연수역(2번출구),38231,2749,648,2743,648,6,113
신연수역(3번출구),38228,5903,4432,5849,4432,54,344
신영자동차,40561,4026,696,3976,696,50,157
신영자동차(종점),40556,5349,2713,5266,2713,83,268
신왕마을,43203,182,2,179,2,3,6
신왕마을,43718,2,105,2,105,0,3
신원기술,39130,29,10,29,10,0,1
신원아침도시오피스텔(홈플러스),39836,5716,5983,5640,5983,76,389
신일교회,39529,4632,6987,4541,6987,91,387
신일아파트,35097,9,8,9,8,0,0
신정1리마을회관,43300,31,9,28,9,3,1
신정1리마을회관,43737,16,9,15,9,1,0
신정삼거리,90111,0,6,0,6,0,0
신정삼거리,90112,3,0,2,0,1,0
신정중학교,38459,959,1244,916,1244,43,73
신정중학교,38555,1592,639,1522,639,70,74
신중동역4번출구.롯데백화점,55226,2098,6798,2095,6798,3,296
신중동역5번출구.중흥중학교,55071,1028,6625,1028,6625,0,255
신중동역6번출구.중흥중학교,55072,3394,699,3389,699,5,136
신지동마을회관,43303,71,55,67,55,4,4
신지동마을회관,43740,66,31,59,31,7,3
신진아파트,41107,25200,13286,24919,13286,281,1282
신창아파트,37010,3740,6390,3323,6390,417,337
신창아파트,37464,5369,2152,5277,2152,92,250
신천동,70048,7287,646,7127,646,160,264
신천동,70049,312,7281,303,7281,9,253
신천삼거리,70013,7224,416,7018,416,206,254
신천삼거리,70014,449,6754,431,6754,18,240
신천역.문화의거리,25364,1021,345,1010,345,11,45
신천역.문화의거리,70174,238,1055,225,1055,13,43
신천연합병원,70175,84,705,84,705,0,26
신천연합병원,70231,706,207,690,207,16,30
신촌,43146,29,0,29,0,0,0
신촌,43432,19,16,19,16,0,1
신촌,43459,226,14,218,14,8,8
신촌,43510,0,12,0,12,0,0
신촌,43753,22,172,22,172,0,6
신촌,43800,72,42,72,42,0,3
신촌마을입구,90201,36,4,36,4,0,1
신촌마을입구,90202,1,7,1,7,0,0
신촌역2호선,22052,3855,42,3854,42,1,129
신촌오거리.2호선신촌역,22014,6380,83,6375,83,5,215
신촌오거리.2호선신촌역,23035,62,3013,57,3013,5,102
신촌오거리.현대백화점,22013,12042,116,12003,116,39,405
신촌오거리.현대백화점,23034,210,14974,206,14974,4,506
신촌초등학교,40098,221,733,213,733,8,31
신태양아파트,37406,5932,7604,5885,7604,47,451
신태양아파트,37408,8952,4006,8892,4006,60,431
신트리공원,40472,2311,2490,2218,2490,93,160
신트리공원,40496,2635,4331,2591,4331,44,232
신트리공원,40501,2444,1657,2383,1657,61,136
신포동행정복지센터,35153,4016,2241,3963,2241,53,208
신포동행정복지센터,35154,2125,3519,2066,3519,59,188
신포사거리,35791,36,197,35,197,1,7
신포시장,35160,32779,52804,32014,52804,765,2852
신포시장,35254,57100,33576,55784,33576,1316,3022
신포역·인천세관역사공원,35792,220,104,215,104,5,10
신포역·인천세관역사공원,35796,19,16,18,16,1,1
신포역·인천여자상업고등학교,35149,1569,7182,1488,7182,81,291
신포역·인천여자상업고등학교,35150,7075,2814,7025,2814,50,329
신포입구,43491,56,38,48,38,8,3
신포입구,43842,31,29,26,29,5,2
신한빌딩,39901,10705,9279,10557,9279,148,666
신한에이엠,89147,417,16,405,16,12,14
신한일전기,39034,2140,1188,2111,1188,29,110
신현119안전센터,42596,10404,13404,10195,13404,209,793
신현119안전센터,42600,8087,10035,7911,10035,176,604
신현노인회관,43279,41,6,36,6,5,1
신현노인회관,43527,8,44,8,44,0,1
신현리입구,90062,27,76,26,76,1,3
신현북초등학교,42208,4820,343,4761,343,59,172
신현북초등학교,42209,401,3628,393,3628,8,134
신현북초등학교,42210,1377,331,1351,331,26,56
신현북초등학교,42211,83,1504,76,1504,7,52
신현쇼핑,42217,33735,27058,32766,27058,969,2026
신현쇼핑,42220,44711,23938,43988,23938,723,2288
신현여자중학교후문,42214,3253,4048,3124,4048,129,243
신현여자중학교후문,42680,3388,1819,3322,1819,66,173
신현중학교,42205,138,3349,118,3349,20,116
신현초등학교,42178,1713,1868,1662,1868,51,119
신현초등학교,42179,2110,3115,2031,3115,79,174
신화빌라,42626,605,447,603,447,2,35
신화슈퍼,89314,180,3,175,3,5,6
신화슈퍼,89326,1,259,1,259,0,8
신흥교통,35501,306,8,247,8,59,10
신흥교통입구,35841,1315,14,1264,14,51,44
신흥동주민자치센터,35789,123,55,118,55,5,5
신흥동주민자치센터,35799,46,17,42,17,4,2
신흥시장,35145,12130,14912,11828,14912,302,901
신흥시장,35146,17232,9050,16584,9050,648,876
신흥시장,57002,3093,1241,3008,1241,85,144
신흥시장,57004,1717,2718,1665,2718,52,147
신흥시장후문,35812,69,35,65,35,4,3
신흥시장후문,35813,66,72,63,72,3,4
신흥주민지원센터,57013,3771,1911,3735,1911,36,189
신흥주민지원센터,57014,1832,3502,1817,3502,15,177
신흥초등학교,35156,8293,10442,8033,10442,260,624
실내게이트볼장(신현중학교),42204,5227,156,5107,156,120,179
실미도조개구이,35299,9,28,9,28,0,1
실미삼거리,35740,500,101,493,101,7,20
실미삼거리,35741,107,361,107,361,0,15
심곡극동아파트,42272,2113,370,2056,370,57,82
심곡극동아파트,42273,245,1294,236,1294,9,51
심곡도서관,42946,1539,1159,1490,1159,49,89
심곡도서관,89223,452,2114,449,2114,3,85
심곡동광명아파트,89153,6425,2570,6253,2570,172,299
심곡동광명아파트,89154,2487,4042,2443,4042,44,217
심곡천(심곡3교),89381,85,0,85,0,0,2
심곡천(심곡3교),89382,4,199,0,199,4,6
심곡천봉수교,42875,692,529,675,529,17,40
심곡천봉수교,42951,1629,5174,1586,5174,43,226
심곡초등학교(국제성모병원),42288,4036,5512,3949,5512,87,318
심곡초등학교(국제성모병원),42290,5749,3939,5666,3939,83,322
심팩이엔지,89387,1,311,1,311,0,10
십리포제2주차장,44110,76,83,68,83,8,5
십리포해수욕장,44088,95,124,93,124,2,7
십정1동행정복지센터,40049,11462,10458,11307,10458,155,730
십정2동행정복지센터,40056,5444,6792,5379,6792,65,407
십정동차고지,40913,2572,171,2485,171,87,91
십정사거리,40029,6595,5403,6494,5403,101,399
십정사거리,40033,3254,3482,3215,3482,39,224
십정시장입구,40007,17,3742,17,3742,0,125
십정시장입구,40008,3626,20,3586,20,40,121
십정초등학교(동암의원),40041,965,807,936,807,29,59
십정초등학교(동암의원),40042,371,1983,365,1983,6,78
십정초등학교·더샵부평정문,40045,13243,11508,13013,11508,230,825
십정초등학교·더샵부평정문,40048,14157,14696,14002,14696,155,961
쌍마아파트,42112,6314,3190,6093,3190,221,316
쌍마아파트,42114,607,2484,586,2484,21,103
쌍용아파트,37179,5349,2391,5247,2391,102,258
쌍용아파트,37186,1694,3873,1593,3873,101,185
쌍용아파트,37210,644,348,633,348,11,33
쌍용아파트,37228,21380,11950,20997,11950,383,1111
쌍용아파트,37476,13917,22257,13677,22257,240,1205
쌍용아파트,38178,589,782,579,782,10,45
쌍용아파트,38184,768,247,738,247,30,33
쌍용아파트,38469,4586,2684,4478,2684,108,242
쌍용아파트,41434,1294,4410,1273,4410,21,190
쌍용아파트정문,40439,2252,3549,2228,3549,24,193
쌍용자동차인천정비사업소,36144,95,984,93,984,2,35
쑥골고가교,37371,2992,3570,2909,3570,83,218
쑥골고가교,37372,5911,7940,5655,7940,256,461
쑥밭다리,43650,19,7,17,7,2,0
쑥밭다리,43683,11,10,10,10,1,0
아나지고개,41001,2463,3139,2363,3139,100,186
아나지고개,41002,3911,5807,3876,5807,35,323
아동보호센터,35680,114,265,111,265,3,12
아동보호센터,35698,52,29,52,29,0,2
아라노을공원·한신더휴,89404,8902,4982,8865,4982,37,462
아라노을공원·한신더휴,89405,6554,8628,6332,8628,222,506
아라동행정복지센터,42465,6029,12344,5974,12344,55,612
아라동행정복지센터,42467,9780,4830,9714,4830,66,487
아라동행정복지센터(서부고용센터),89401,2269,374,2265,374,4,88
아라동행정복지센터(서부고용센터),89402,395,2470,395,2470,0,95
아라뱃길물류센터,89145,6,173,3,173,3,5
아라센트럴파크,89406,1087,2827,1080,2827,7,130
아라센트럴파크,89407,2780,2148,2748,2148,32,164
아름어린이공원,40337,312,301,307,301,5,20
아름어린이공원,40339,477,403,464,403,13,29
아리마을쉼터,37551,8,1070,8,1070,0,35
아리마을쉼터,37552,1334,246,1288,246,46,52
아모텍,39139,1458,1946,1458,1946,0,113
아시아드경기장(공촌사거리)역,42319,2503,4251,2454,4251,49,225
아시아드경기장(공촌사거리)역,42320,484,1601,432,1601,52,69
아시아드대광로제비앙아파트,89257,753,3484,742,3484,11,141
아시아드대광로제비앙아파트,89258,4152,1396,4069,1396,83,184
아암3교사거리,38727,47,152,47,152,0,6
아암3교사거리,38728,158,137,144,137,14,9
아암물류단지,35285,77,3,64,3,13,2
아암물류단지,35590,13,144,0,144,13,5
아울렛(CGV부평),40818,3505,2410,3429,2410,76,197
아이즈빌(부평CGV),40595,12912,8200,12703,8200,209,703
아이즈빌(부평CGV),40598,10092,12032,9930,12032,162,737
아인스월드,55086,736,1523,716,1523,20,75
아주아파트,38047,1753,585,1712,585,41,77
아주아파트,38051,747,1433,718,1433,29,72
아주아파트,38301,1371,1039,1359,1039,12,80
아주아파트,38304,2328,1411,2315,1411,13,124
아주아파트.미추홀학교,39481,42293,17350,41648,17350,645,1988
아주아파트.미추홀학교,39482,20920,25125,20825,25125,95,1534
아주아파트410동,41575,675,2,675,2,0,22
아침가리마을회관,43287,93,0,80,0,13,3
아침가리마을회관,43867,0,61,0,61,0,2
아쿠아글로리,42811,98,1,90,1,8,3
아현역,22062,4110,23,4104,23,6,137
아현역,23078,17,2268,13,2268,4,76
안골마을입구,38225,9274,9751,9041,9751,233,634
안남고(동보1차아파트),41048,1157,1089,1136,1089,21,74
안남고등학교,41045,3826,981,3789,981,37,160
안동포교회,42700,580,76,494,76,86,21
안동포교회,42701,37,524,35,524,2,18
안동포사거리,42707,50,154,42,154,8,6
안동포사거리입구,42765,441,57,437,57,4,16
안동포사거리입구,42766,115,865,5,865,110,32
안산마을,43132,52,0,41,0,11,1
안산마을,43138,0,68,0,68,0,2
안산초등학교(구계산고교),41425,15733,13021,15629,13021,104,958
안양대학교,43177,612,390,607,390,5,33
안양대학교,43301,696,320,669,320,27,33
안풍산업삼거리,89312,69,1,63,1,6,2
안풍산업삼거리,89329,0,36,0,36,0,1
알앤디써비스,38477,113,1440,112,1440,1,51
알앤디써비스,38478,992,139,984,139,8,37
애관극장,35804,17,64,17,64,0,2
애보박물관,39667,3,21,3,21,0,0
애보박물관,39671,25,22,24,22,1,1
애전마을,43682,9,3,9,3,0,0
애전마을,43894,7,5,7,5,0,0
애전부락,90075,24,92,16,92,8,3
애전부락,90076,84,86,80,86,4,5
앰코코리아(블루오션골프클럽),39880,561,15,559,15,2,19
야곡,43236,54,4,51,4,3,1
야곡,43292,7,40,7,40,0,1
야촌,43210,3,6,2,6,1,0
야촌,43333,0,4,0,4,0,0
약대사거리,57006,4264,890,4263,890,1,171
약대사거리,57010,868,4653,864,4653,4,184
약대주민지원센터.약대초등학교,55080,959,1879,932,1879,27,94
약대주민지원센터.약대초등학교,55088,1967,525,1921,525,46,83
약암호텔,80071,434,75,417,75,17,16
약암호텔,80072,34,377,28,377,6,13
얀센백신,38519,177,1,175,1,2,5
얀센백신,38520,12,472,0,472,12,16
양갑리마을회관,90283,4,53,3,53,1,1
양갑리마을회관,90307,34,0,34,0,0,1
양갑리입구,90282,1,12,1,12,0,0
양갑리입구,90308,29,3,29,3,0,1
양곡도매시장,31037,1960,491,1958,491,2,81
양곡버스정류장,80115,180,541,179,541,1,24
양곡사거리.양촌터미널,80116,387,122,380,122,7,16
양골,43987,4,0,4,0,0,0
양골,43989,0,18,0,18,0,0
양구(오상1리),43262,22,74,22,74,0,3
양구(오상1리),43563,97,20,91,20,6,3
양달마을,43910,54,35,52,35,2,2
양달마을,43911,1,1,1,1,0,0
양도,43074,0,12,0,12,0,0
양도,43075,33,28,27,28,6,2
양도면사무소(나무),43912,432,417,425,417,7,28
양도면사무소(쉘터),43913,701,421,657,421,44,37
양도사거리.대림아파트.신안아파트,80076,647,15,640,15,7,22
양도사거리.삼용아파트,80077,73,509,69,509,4,19
양도초등학교,43329,243,210,238,210,5,15
양도초등학교,43568,187,209,183,209,4,13
양로원,40111,518,2418,517,2418,1,97
양로원,40113,2256,509,2241,509,15,92
양사면사무소,43501,13,64,13,64,0,2
양사면사무소,43658,64,60,63,60,1,4
양사우체국,43465,53,35,48,35,5,2
양사우체국,43736,28,46,28,46,0,2
양사초등학교,43466,111,15,106,15,5,4
양사초등학교,43734,19,57,14,57,5,2
양사파출소,43722,9,14,9,14,0,0
양수장,43592,184,3,179,3,5,6
양수장,43781,1,141,1,141,0,4
양오1리마을회관,43454,0,37,0,37,0,1
양오1리마을회관,43666,46,1,34,1,12,1
양오2리경로당,43453,2,74,2,74,0,2
양오2리경로당,43625,13,0,13,0,0,0
양오2리앞,90049,0,14,0,14,0,0
양오리저수지마을,90102,1,12,1,12,0,0
양오리저수지마을,90103,119,0,113,0,6,3
양오저수지입구,90100,0,8,0,8,0,0
양오저수지입구,90101,8,0,7,0,1,0
양왕마을,43927,14,1,12,1,2,0
양왕마을,43928,4,26,4,26,0,1
양재역,31073,15354,4826,15329,4826,25,672
양재역.서초문화예술회관,31008,2691,2684,2687,2684,4,179
양재역.서초문화예술회관,31010,1731,2084,1731,2084,0,127
양재역말죽거리.강남베드로병원,23318,337,190,337,190,0,17
양지공원,38133,5357,4474,5219,4474,138,327
양지촌,43163,16,2,16,2,0,0
양지촌,43342,9,19,9,19,0,0
양진말입구,90056,1,0,1,0,0,0
양진말입구,90057,1,69,1,69,0,2
양촌중학교,41629,654,978,643,978,11,54
양촌중학교,41630,346,477,343,477,3,27
양평해장국,44145,40,21,25,21,15,2
양평해장국,44178,6,14,5,14,1,0
어두,43206,1,7,1,7,0,0
어두,43280,11,0,11,0,0,0
어두마을,43155,119,9,116,9,3,4
어두마을,43322,12,82,11,82,1,3
어류정입구,90175,60,102,59,102,1,5
어류정입구,90176,16,21,16,21,0,1
어류정입구,90312,1,2,1,2,0,0
어류정항,90323,12,0,10,0,2,0
어류정항,90400,2,2,1,2,1,0
어린이집앞,43402,144,0,135,0,9,4
어린이집앞,43585,4,149,4,149,0,5
에덴하우스,42788,537,2006,527,2006,10,84
에몬스가구,39023,2072,3297,2046,3297,26,178
에몬스가구,39024,3725,1531,3697,1531,28,175
에스틸,89232,266,114,264,114,2,12
에이에프티,39110,950,2254,927,2254,23,106
에코메트로10단지,39728,515,244,511,244,4,25
에코메트로10단지,39736,140,383,137,383,3,17
에코메트로11단지,39652,2097,2379,2047,2379,50,149
에코메트로11단지후문,39701,681,1530,673,1530,8,73
에코메트로12단지,39651,3608,1668,3535,1668,73,175
에코메트로12단지,39653,36,707,33,707,3,24
에코메트로5단지·논현센트럴뷰,39779,684,1483,665,1483,19,72
에코메트로6단지,39716,3818,291,3716,291,102,136
에코메트로6단지,39758,42,2369,38,2369,4,80
에코메트로7단지,39714,9630,4725,9466,4725,164,478
에코메트로7단지,39715,4872,5718,4726,5718,146,353
에코메트로9단지,39750,7679,1069,7349,1069,330,291
에코메트로9단지,39752,1974,4295,1943,4295,31,208
에코메트로더타워,39711,93,635,82,635,11,24
에코크레이션,89449,8,0,8,0,0,0
에코크레이션,89450,0,21,0,21,0,0
엑스포빌리지10단지,38460,2970,1317,2862,1317,108,142
엑스포빌리지9단지,38482,3253,7544,3073,7544,180,359
엑슬루타워,37187,3016,8681,2941,8681,75,389
엑슬루타워,42836,3463,13353,3273,13353,190,560
엘리지안타운,42394,1945,1751,1852,1751,93,123
엘아이지식산업센터,39944,337,1083,329,1083,8,47
엘아이지식산업센터(맞은편),92029,774,193,766,193,8,32
엘지슈퍼,39457,1410,1923,1396,1923,14,111
엠파크타워,42025,3784,4542,3744,4542,40,277
엠파크타워,42026,4925,3780,4880,3780,45,290
여고입구,90232,437,401,417,401,20,27
여고입구,90233,691,651,671,651,20,44
여성의광장,38084,3218,3958,3171,3958,47,239
여성의광장,38085,4560,4153,4438,4153,122,290
여우고개,43980,22,123,19,123,3,4
여우고개,43981,46,37,44,37,2,2
여우별펜션,44142,5,10,5,10,0,0
여우별펜션,44179,3,3,2,3,1,0
여우재,35147,411,319,405,319,6,24
여차리,43424,42,46,41,46,1,2
여차리,43472,44,40,43,40,1,2
여차리회관,43505,38,18,34,18,4,1
여차리회관,43525,21,8,19,8,2,0
역삼역.포스코타워역삼,23288,1265,1187,1265,1187,0,81
연락골,39662,1,59,1,59,0,2
연락골,39665,60,17,60,17,0,2
연리입구,43267,37,0,36,0,1,1
연리입구,43614,39,39,35,39,4,2
연미고개,43198,1,98,1,98,0,3
연미고개,43711,66,1,57,1,9,2
연미정,43193,162,0,141,0,21,5
연미정,43621,0,87,0,87,0,2
연성교회,37278,5827,4985,5665,4985,162,360
연세농장,39851,124,5,119,5,5,4
연세대,39725,1854,7164,1831,7164,23,300
연세대,39861,6497,1127,6483,1127,14,254
연세대송도캠퍼스입구,38489,10483,4826,10389,4826,94,510
연세대학교앞,22058,1827,17,1821,17,6,61
연수1동행정복지센터,38248,217,418,211,418,6,21
연수1동행정복지센터,38251,1222,1242,1172,1242,50,82
연수1차아파트,38187,5000,2584,4867,2584,133,252
연수2차아파트,38195,1297,2157,1259,2157,38,115
연수3동행정복지센터,38262,1268,708,1230,708,38,65
연수경찰서,38111,3159,2428,3108,2428,51,186
연수고등학교,38104,638,2699,613,2699,25,111
연수구청,38089,9362,5250,9013,5250,349,487
연수구청,38093,3881,10464,3795,10464,86,478
연수구청입구,38095,4908,4520,4880,4520,28,314
연수꿈담도서관,38103,8004,5163,7835,5163,169,438
연수병원,38296,4915,2613,4809,2613,106,250
연수여자고등학교,38092,2696,4070,2590,4070,106,225
연수역,38506,2050,2437,2003,2437,47,149
연수역,38507,1175,1790,1167,1790,8,98
연수역북측입구,38572,1612,3053,1565,3053,47,155
연수역북측입구,38573,2347,2733,2317,2733,30,169
연수우체국,38280,7415,3692,7242,3692,173,370
연수우체국,38314,1615,1003,1544,1003,71,87
연수주공3차아파트,38188,3417,4333,3338,4333,79,258
연수중학교,38194,2509,1607,2427,1607,82,137
연수중학교,38196,1064,1295,1041,1295,23,78
연수초등학교,38290,11760,9829,11446,9829,314,719
연수초등학교,38293,4228,4105,4042,4105,186,277
연수한양1차아파트,38091,2460,4468,2428,4468,32,230
연안동행정복지센터,35063,156,9740,145,9740,11,329
연안부두(신선초등학교),35097,1393,3074,1247,3074,146,148
연안부두로삼거리,35754,3,1048,3,1048,0,35
연안부두바다쉼터,35049,1520,23,1491,23,29,51
연안부두어시장,35071,71,7364,63,7364,8,247
연안부두어시장,35072,8119,232,7927,232,192,278
연안아파트,35075,11014,2316,10646,2316,368,444
연안아파트,35076,2131,9485,2017,9485,114,387
연안여객터미널,35057,10620,111,10335,111,285,357
연안여객터미널,35061,58,6803,55,6803,3,228
연안여객터미널,90115,71,60,69,60,2,4
연안여객터미널,90116,57,129,52,129,5,6
연안여객터미널입구,35068,3156,59,2981,59,175,107
연안초등학교,35064,18915,299,18141,299,774,640
연안초등학교,35067,159,13105,150,13105,9,442
연지-기점,90256,2497,2414,2488,2414,9,163
연학초등학교,37137,7230,1940,7146,1940,84,305
연학초등학교,37138,1731,6493,1687,6493,44,274
연합의원,42186,4536,2082,4434,2082,102,220
연화중학교,38117,2642,3326,2601,3326,41,198
연흥아파트,37567,3306,4875,3221,4875,85,272
연흥아파트,37568,2745,5933,2667,5933,78,289
연희공원,42950,114,179,114,179,0,9
연희동광명아파트(사계절썰매장),42314,1728,1961,1703,1961,25,122
연희동광명아파트(사계절썰매장),42599,1712,2197,1685,2197,27,130
연희동행정복지센터,42311,969,1595,959,1595,10,85
연희동행정복지센터,42312,1894,1214,1853,1214,41,103
열우물보조경기장주차장,40916,201,76,135,76,66,9
열우물사거리,40052,6,253,6,253,0,8
열우물전통시장,40028,395,2563,385,2563,10,98
열우물전통시장,40030,2233,382,2191,382,42,87
열우물전통시장입구,40036,2180,345,2138,345,42,84
열우물전통시장입구,40038,227,3306,222,3306,5,117
열우물테니스경기장,40053,4032,3692,3996,3692,36,257
열우물테니스경기장,40054,1010,1139,995,1139,15,71
열우물테니스경기장,40063,371,1105,359,1105,12,49
열우물테니스경기장,40064,211,721,203,721,8,31
열우물테니스경기장,42023,5028,4830,4985,4830,43,328
열우물테니스경기장,42024,2908,2940,2851,2940,57,194
영골,43954,5,2,5,2,0,0
영골,43955,3,20,3,20,0,0
영남1단지.고합아파트,70164,215,242,210,242,5,15
영남아파트,37060,5064,3931,4989,3931,75,299
영남아파트,37063,5344,5044,5175,5044,169,346
영남아파트,38203,2626,1381,2607,1381,19,133
영남아파트,38205,779,2795,772,2795,7,119
영림몰딩도어,39943,51,133,46,133,5,6
영림산업,39028,958,3662,949,3662,9,154
영림임업,39026,1142,3317,1142,3317,0,148
영사목장 앞,90390,0,12,0,12,0,0
영사목장 앞,90391,15,8,11,8,4,0
영선고등학교,40853,12,919,2,919,10,31
영은교회,43037,36,28,35,28,1,2
영은교회,43139,20,105,20,105,0,4
영은슈퍼,89052,221,698,209,698,12,30
영은슈퍼,89064,843,3,787,3,56,28
영음교회.효성해링턴플레이스,41422,1717,2235,1686,2235,31,131
영종KCC스위첸.한양수자인,35449,427,1743,379,1743,48,72
영종KCC스위첸옆문,35755,557,7535,541,7535,16,269
